id,restaurant,category,price_tier,neighborhood,opening_hour,closing_hour,average_rating,good_for_kids
806,Daltfresh,Jamaica,expensive,Columbia Street Waterfront District,10:00,21:00,3,false
807,Wrapsafe,China,medium,Prospect Heights,10:00,21:00,3,true
808,Flowdesk,Bosnia and Herzegovina,cheap,Financial District,10:00,21:00,5,true
809,Fix San,Poland,expensive,St. George,10:00,21:00,5,true
810,Gembucket,China,expensive,Stuyvesant Town,10:00,21:00,3,false
811,Bitwolf,Cyprus,cheap,Brooklyn Heights,10:00,21:00,1,true
812,Regrant,Kosovo,cheap,Boerum Hill,10:00,21:00,5,false
813,Bitchip,China,cheap,Park Slope,10:00,21:00,5,true
814,Kanlam,Thailand,cheap,Red Hook,10:00,21:00,3,false
815,Voltsillam,China,expensive,Prospect Heights,10:00,21:00,4,true
816,Tresom,Poland,medium,Kips Bay,10:00,21:00,1,false
817,Biodex,Philippines,expensive,Two Bridges,10:00,21:00,3,true
818,Subin,Indonesia,medium,Windsor Terrace,10:00,21:00,5,false
819,Gembucket,Indonesia,expensive,Chinatown,10:00,21:00,4,true
820,Keylex,Russia,medium,Tribeca,10:00,21:00,4,false
821,Trippledex,Indonesia,expensive,Koreatown,10:00,21:00,2,true
822,Bytecard,Belarus,expensive,NoHo,10:00,21:00,5,true
823,Cardify,Russia,medium,West Village,10:00,21:00,1,true
824,Tresom,Indonesia,cheap,Morningside Heights,10:00,21:00,5,false
825,Greenlam,Czech Republic,medium,Morningside Heights,10:00,21:00,4,false
826,Lotlux,Indonesia,cheap,Inwood,10:00,21:00,3,false
827,Cardguard,Uganda,medium,Jamaica,10:00,21:00,3,true
828,Tin,Albania,expensive,Meatpacking District,10:00,21:00,5,false
829,Tin,Mexico,medium,Brooklyn Heights,10:00,21:00,1,false
830,Latlux,Tanzania,expensive,Gowanus,10:00,21:00,2,true
831,Y-Solowarm,Philippines,medium,Gowanus,10:00,21:00,3,true
832,Sonsing,Poland,cheap,Bronx Park,10:00,21:00,4,false
833,Andalax,Peru,expensive,Red Hook,10:00,21:00,1,true
834,Andalax,Sweden,medium,East Harlem,10:00,21:00,2,false
835,Toughjoyfax,Netherlands,expensive,NoHo,10:00,21:00,1,true
836,Subin,Indonesia,expensive,Prospect Heights,10:00,21:00,4,true
837,Ventosanzap,Peru,medium,Windsor Terrace,10:00,21:00,3,true
838,Tres-Zap,United States,medium,DUMBO,10:00,21:00,2,false
839,Domainer,Philippines,medium,Stuyvesant Town,10:00,21:00,1,true
840,It,Czech Republic,expensive,NoHo,10:00,21:00,2,true
841,Zamit,Philippines,expensive,Windsor Terrace,10:00,21:00,5,false
842,Bytecard,Poland,medium,Financial District,10:00,21:00,2,true
843,Sonsing,Portugal,medium,NoHo,10:00,21:00,4,false
844,Sub-Ex,France,expensive,Upper West Side,10:00,21:00,2,false
845,Fixflex,Palestinian Territory,cheap,Williamsburg,10:00,21:00,1,false
846,Veribet,Philippines,expensive,Nolita,10:00,21:00,4,false
847,Tres-Zap,Brazil,expensive,Lower East Side,10:00,21:00,3,true
848,Ventosanzap,Rwanda,cheap,Chinatown,10:00,21:00,2,true
849,Zathin,United States,expensive,Upper West Side,10:00,21:00,5,true
850,It,France,cheap,Two Bridges,10:00,21:00,4,true
851,Ventosanzap,Macedonia,cheap,Bronx Park,10:00,21:00,4,true
852,Bitchip,China,medium,Park Slope,10:00,21:00,2,true
853,Vagram,France,medium,Inwood,10:00,21:00,1,true
854,Treeflex,China,expensive,Upper West Side,10:00,21:00,5,true
855,Asoka,China,expensive,East Village,10:00,21:00,3,false
856,Stim,Philippines,expensive,Boerum Hill,10:00,21:00,2,true
857,Fintone,Russia,cheap,Two Bridges,10:00,21:00,2,true
858,Holdlamis,Indonesia,medium,South Slope,10:00,21:00,4,false
859,Zamit,Philippines,expensive,Morningside Heights,10:00,21:00,1,false
860,Zontrax,Italy,expensive,DUMBO,10:00,21:00,4,false
861,Span,Brazil,cheap,Brooklyn Heights,10:00,21:00,2,true
862,Zoolab,Honduras,cheap,Upper East Side,10:00,21:00,1,true
863,Voltsillam,Brazil,medium,Stuyvesant Town,10:00,21:00,4,true
864,Konklux,China,medium,Midtown,10:00,21:00,5,true
865,Toughjoyfax,China,cheap,Stuyvesant Town,10:00,21:00,1,true
866,Zamit,Indonesia,medium,Inwood,10:00,21:00,3,false
867,Subin,Philippines,cheap,Flushing,10:00,21:00,5,false
868,Konklux,China,expensive,Midtown,10:00,21:00,1,true
869,Konklux,Portugal,expensive,Bronx Park,10:00,21:00,2,false
870,Alpha,Indonesia,medium,Nolita,10:00,21:00,5,false
871,Tresom,Russia,expensive,Harlem,10:00,21:00,5,false
872,Wrapsafe,Sweden,medium,Meatpacking District,10:00,21:00,1,true
873,Regrant,Indonesia,cheap,Coney Island,10:00,21:00,4,true
874,Prodder,Philippines,cheap,DUMBO,10:00,21:00,4,true
875,Job,Norway,medium,Battery Park City,10:00,21:00,3,true
876,Cardguard,Kiribati,expensive,Cobble Hill,10:00,21:00,4,true
877,Viva,Greece,expensive,Chinatown,10:00,21:00,5,false
878,Subin,China,expensive,Coney Island,10:00,21:00,4,false
879,Cardify,Kazakhstan,expensive,Yorkville,10:00,21:00,4,true
880,Ventosanzap,Indonesia,cheap,Red Hook,10:00,21:00,2,false
881,Fintone,Portugal,medium,Financial District,10:00,21:00,5,false
882,It,Kenya,medium,Battery Park City,10:00,21:00,2,false
883,Tres-Zap,Tunisia,cheap,Lower East Side,10:00,21:00,4,false
884,Bytecard,Poland,medium,Hell's Kitchen,10:00,21:00,1,true
885,Rank,China,medium,Tribeca,10:00,21:00,5,true
886,Toughjoyfax,Palestinian Territory,cheap,Upper West Side,10:00,21:00,3,false
887,Bigtax,Russia,medium,Stuyvesant Town,10:00,21:00,1,true
888,Alphazap,China,cheap,Gowanus,10:00,21:00,1,true
889,Mat Lam Tam,Brazil,medium,West Village,10:00,21:00,5,false
890,Temp,Thailand,cheap,Ridgewood,10:00,21:00,5,false
891,Otcom,China,medium,NoHo,10:00,21:00,1,true
892,Toughjoyfax,Philippines,medium,Astoria,10:00,21:00,1,false
893,Zontrax,Afghanistan,expensive,Queensbridge,10:00,21:00,3,false
894,Sonair,China,medium,Astoria,10:00,21:00,1,true
895,Zoolab,China,expensive,Gowanus,10:00,21:00,3,true
896,Matsoft,Peru,expensive,Prospect Heights,10:00,21:00,4,true
897,Bytecard,Portugal,medium,Jackson Heights,10:00,21:00,5,false
898,Lotlux,Indonesia,expensive,Little Italy,10:00,21:00,1,false
899,Fix San,Serbia,expensive,Two Bridges,10:00,21:00,5,false
900,Zamit,Russia,medium,NoHo,10:00,21:00,3,false
901,Alphazap,China,expensive,Greenpoint,10:00,21:00,4,false
902,Zathin,China,cheap,Upper West Side,10:00,21:00,3,false
903,Tin,Portugal,cheap,Carroll Gardens,10:00,21:00,2,true
904,Keylex,Lithuania,expensive,South Slope,10:00,21:00,5,true
905,Trippledex,Indonesia,cheap,Cobble Hill,10:00,21:00,2,false
906,Sonair,Morocco,expensive,Jamaica,10:00,21:00,2,true
907,Namfix,China,cheap,Upper East Side,10:00,21:00,3,false
908,Y-find,China,expensive,Coney Island,10:00,21:00,2,true
909,Solarbreeze,Philippines,cheap,SoHo,10:00,21:00,3,true
910,Fix San,Indonesia,cheap,Hell's Kitchen,10:00,21:00,4,false
911,Bytecard,Mexico,medium,Tribeca,10:00,21:00,2,false
912,Job,Paraguay,medium,Tribeca,10:00,21:00,3,false
913,Cardify,Philippines,cheap,West Village,10:00,21:00,4,false
914,Solarbreeze,China,expensive,Brooklyn Heights,10:00,21:00,3,true
915,Quo Lux,France,medium,Tribeca,10:00,21:00,3,false
916,Konklab,Poland,cheap,Ridgewood,10:00,21:00,4,true
917,Stim,Bosnia and Herzegovina,cheap,Boerum Hill,10:00,21:00,3,true
918,Vagram,France,expensive,Park Slope,10:00,21:00,5,false
919,Bitwolf,China,expensive,Brooklyn Heights,10:00,21:00,3,true
920,Subin,Japan,cheap,Koreatown,10:00,21:00,4,false
921,Stim,China,cheap,Queensbridge,10:00,21:00,4,true
922,Treeflex,Brazil,expensive,Stuyvesant Town,10:00,21:00,3,false
923,Subin,Albania,expensive,Yorkville,10:00,21:00,5,true
924,Tresom,China,medium,Chinatown,10:00,21:00,1,false
925,Latlux,Mongolia,cheap,Meatpacking District,10:00,21:00,4,true
926,Flowdesk,Poland,expensive,Kips Bay,10:00,21:00,3,false
927,Zaam-Dox,Lithuania,medium,Meatpacking District,10:00,21:00,3,false
928,Tempsoft,Portugal,expensive,Williamsburg,10:00,21:00,4,false
929,Bitchip,Egypt,medium,Bed-Stuy,10:00,21:00,2,true
930,It,Greece,cheap,Kips Bay,10:00,21:00,1,false
931,Zoolab,Finland,expensive,Harlem,10:00,21:00,1,true
932,Sonsing,France,cheap,Fort Greene,10:00,21:00,4,true
933,Opela,Canada,expensive,Columbia Street Waterfront District,10:00,21:00,5,false
934,Opela,Indonesia,cheap,Harlem,10:00,21:00,1,false
935,Holdlamis,China,medium,Cobble Hill,10:00,21:00,3,true
936,Fix San,Indonesia,expensive,Williamsburg,10:00,21:00,5,false
937,Hatity,Indonesia,cheap,Nolita,10:00,21:00,3,true
938,Bytecard,Poland,cheap,Hell's Kitchen,10:00,21:00,4,false
939,Mat Lam Tam,Uzbekistan,medium,Fort Greene,10:00,21:00,4,true
940,Viva,Russia,cheap,Yorkville,10:00,21:00,5,false
941,Bigtax,Morocco,cheap,Greenpoint,10:00,21:00,5,false
942,Asoka,China,cheap,Columbia Street Waterfront District,10:00,21:00,4,true
943,Duobam,Indonesia,expensive,Chinatown,10:00,21:00,3,true
944,Tampflex,China,expensive,SoHo,10:00,21:00,1,false
945,Holdlamis,Russia,expensive,Jamaica,10:00,21:00,5,false
946,Opela,China,cheap,Red Hook,10:00,21:00,3,false
947,Sonair,China,expensive,Columbia Street Waterfront District,10:00,21:00,2,true
948,Bitwolf,Brazil,medium,Ridgewood,10:00,21:00,5,true
949,Biodex,China,medium,Bed-Stuy,10:00,21:00,2,true
950,Matsoft,Brazil,cheap,Sunset Park,10:00,21:00,4,true
951,Subin,Brazil,cheap,Ridgewood,10:00,21:00,1,true
952,Redhold,Brazil,medium,Financial District,10:00,21:00,1,true
953,Daltfresh,Cape Verde,expensive,Harlem,10:00,21:00,5,true
954,Quo Lux,Philippines,cheap,Nolita,10:00,21:00,5,false
955,Cardify,Hungary,medium,Little Italy,10:00,21:00,4,true
956,Home Ing,Indonesia,cheap,Upper West Side,10:00,21:00,4,false
957,Overhold,France,expensive,Carroll Gardens,10:00,21:00,3,true
958,Tin,Namibia,medium,Financial District,10:00,21:00,1,true
959,Bitwolf,Cyprus,expensive,Morningside Heights,10:00,21:00,3,true
960,Rank,Philippines,cheap,Fort Greene,10:00,21:00,5,false
961,Regrant,Brazil,expensive,Windsor Terrace,10:00,21:00,4,true
962,Solarbreeze,Sweden,medium,Williamsburg,10:00,21:00,1,false
963,Vagram,Bulgaria,expensive,Greenpoint,10:00,21:00,2,true
964,Home Ing,Georgia,medium,Williamsburg,10:00,21:00,2,true
965,Regrant,North Korea,cheap,Nolita,10:00,21:00,5,false
966,Tampflex,China,cheap,Flushing,10:00,21:00,2,true
967,Lotlux,Indonesia,expensive,Fort Greene,10:00,21:00,5,false
968,Y-Solowarm,China,cheap,Murray Hill,10:00,21:00,3,false
969,Home Ing,United States,expensive,East Harlem,10:00,21:00,4,false
970,Treeflex,Philippines,cheap,Nolita,10:00,21:00,5,true
971,Voltsillam,Ghana,cheap,DUMBO,10:00,21:00,4,false
972,Stronghold,Philippines,medium,Cobble Hill,10:00,21:00,2,true
973,Quo Lux,Gabon,medium,Koreatown,10:00,21:00,5,false
974,Bitwolf,Albania,cheap,Morningside Heights,10:00,21:00,4,true
975,Kanlam,Japan,cheap,Stuyvesant Town,10:00,21:00,3,false
976,Hatity,Ukraine,expensive,St. George,10:00,21:00,3,false
977,Zontrax,South Africa,medium,Chinatown,10:00,21:00,1,true
978,Flexidy,Philippines,cheap,Red Hook,10:00,21:00,3,false
979,Bamity,Ecuador,medium,DUMBO,10:00,21:00,1,false
980,Bitwolf,Malaysia,medium,Upper East Side,10:00,21:00,4,true
981,Regrant,Colombia,expensive,Stuyvesant Town,10:00,21:00,1,false
982,Ventosanzap,Russia,expensive,Prospect Heights,10:00,21:00,4,true
983,Bitchip,Russia,expensive,Fort Greene,10:00,21:00,3,true
984,Stim,Luxembourg,medium,Fort Greene,10:00,21:00,4,false
985,Flexidy,Indonesia,medium,Hell's Kitchen,10:00,21:00,4,true
986,Y-Solowarm,Malawi,expensive,Bronx Park,10:00,21:00,5,false
987,Fixflex,Peru,medium,Tribeca,10:00,21:00,5,true
988,Toughjoyfax,France,expensive,Gowanus,10:00,21:00,4,false
989,Tampflex,Philippines,expensive,Bronx Park,10:00,21:00,1,false
990,Lotlux,Belarus,cheap,Hell's Kitchen,10:00,21:00,2,false
991,Greenlam,China,cheap,Gowanus,10:00,21:00,3,true
992,Trippledex,Malta,medium,Harlem,10:00,21:00,3,false
993,Cookley,Malaysia,medium,Inwood,10:00,21:00,4,false
994,Matsoft,China,cheap,Financial District,10:00,21:00,5,false
995,Holdlamis,Portugal,cheap,Prospect Heights,10:00,21:00,1,false
996,Stim,Philippines,medium,Prospect Heights,10:00,21:00,2,false
997,Asoka,Lithuania,cheap,Nolita,10:00,21:00,2,false
998,Redhold,Poland,cheap,Astoria,10:00,21:00,2,false
999,Tempsoft,Philippines,cheap,Sunset Park,10:00,21:00,4,false
1000,Keylex,Portugal,cheap,Nolita,10:00,21:00,2,true
